Link,Website,Title,Description,Author,Date,Type,Keywords,
https://journalofbigdata.springeropen.com/articles/10.1186/s40537-023-00729-0,SpringerOpen,Big Data and precision agriculture: a novel spatio-temporal semantic IoT data management framework for improved interoperability,"Precision agriculture in the realm of the Internet of Things is characterized by the collection of data from multiple sensors deployed on the farm. These data present a spatial, temporal, and semantic characterization, which further complicates the performance in the management and implementation of models and repositories. In turn, the lack of standards is reflected in insufficient interoperability between management solutions and other non-native services in the framework. In this paper, an innovative system for spatio-temporal semantic data management is proposed. It includes a data query system that allows farmers and users to solve queries daily, as well as feed decision-making, monitoring, and task automation solutions. In the proposal, a solution is provided to ensure service interoperability and is validated against two European smart farming platforms, namely AFarCloud and DEMETER. For the evaluation and validation of the proposed framework, a neural network is implemented, fed through STSDaMaS for training and validation, to provide accurate forecasts for the harvest and baling of forage legume crops for livestock feeding. As a result of the evaluation for the training and execution of neural networks, high performance on complex spatio-temporal semantic queries is exposed. The paper concludes with a distributed framework for managing complex spatio-temporal semantic data by offering service interoperability through data integration to external agricultural data models. Graphical Abstract","San Emeterio de la Parte, Mario",2023/12,Research,,
https://heritagesciencejournal.springeropen.com/articles/10.1186/s40494-023-01129-6,SpringerOpen,Salsal: blockchain for vetting cultural object collections,"Many modern cultural object collections suffer from the problem of being obtained in unethical and illegal circumstances. Additionally, information about collections, including their status, object descriptions, and other data need up-to-date information presented to users. We propose a novel blockchain tool called Salsal that enables the vetting of objects, individually or as part of more extensive collections, to meet required ethical and legal guidelines while informing users about relevant information regarding collections. Blockchain provides a better and more rapid way for users to know about collections using a decentralized and immutable ledger technology. Blockchain can be used to incentivize or even pressure collections to vet their objects for ethical and legal guidelines that can benefit the public who use object collections. The prototype software we have made is presented and compared to other blockchains, with code and demonstration provided. We present how our blockchain can enable benefit, providing a useful vetting process for cultural objects, and allowing a user community to contribute to collections in a transparent and secure manner.","Khelifi, Adel",2024/12,Research,,
https://slejournal.springeropen.com/articles/10.1186/s40561-022-00199-6,SpringerOpen,Emerging trends of online assessment systems in the emergency remote teaching period,"The COVID-19 pandemic caused many educational institutions in the world to switch to the distance education process, and this process was called ""Emergency Remote Teaching"". This urgent transition process has caused many problems in educational environments. One of the problems is the subject of measurement and evaluation. Along with the pandemic, many institutions have used various online assessment systems to make measurements and evaluations online, and researchers have conducted research on these online assessment systems. This research focus on the features of the online assessment systems and aims to examine the trends towards the prominent features of the online assessment systems in the Emergency Remote Teaching period. For this purpose, the prominent online assessment systems have been determined by systematically analyzing academic studies published in 2020, and answers have been sought to the following research questions: (1) which platforms they support, (2) which security features they have, and (3) what common features they have. Identifying trends in the characteristics of online assessment systems is expected to guide practitioners, decision-makers, researchers, and system developers in the process of selecting and/or developing an online assessment system for use in online measurement and evaluation.","Topuz, Arif Cem",2022/12,Research,,
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00466-y,SpringerOpen,Ensuring security in edge computing through effective blockchain node detection,"The rapid development of blockchain technology has garnered increasing attention, particularly in the field of edge computing. It has become a significant subject of research in this area due to its ability to protect the privacy of data. Despite the advantages that blockchain technology offers, there are also security threats that must be addressed. Attackers may manipulate certain nodes in the blockchain network, which can result in tampering with transaction records or other malicious activities. Moreover, the creation of a large number of false nodes can be utilized to gain control and manipulate transaction records of the blockchain network, which can compromise the reliability and security of edge computing. This paper proposes a blockchain node detection method named $$T^2A2vec$$ T 2 A 2 v e c that provides a more secure, credible, and reliable solution to address these challenges. In order to achieve $$T^2A2vec$$ T 2 A 2 v e c , a transaction dataset that is evenly distributed in both space and time was collected. The transaction dataset is constructed as a transaction graph, where nodes represent accounts and edges describe transactions. BP neural network is used to extract account features, and a random walk strategy based on transaction time, type, and amount is used to extract transaction features. The obtained account features and transaction features are fused to obtain account representation. Finally, the obtained node representation is fed into different classifiers to identify malicious nodes.","Wang, Shenqiang",2023/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-020-01855-6,SpringerOpen,Data processing scheme based on blockchain,"In the white paper written on Bitcoin, a chain of blocks was proposed by Satoshi Nakamoto. Since then, blockchain has been rapidly developed. Blockchain is not only limited to the field of cryptocurrency but also has been extensively applied to the Internet of Things, supply chain finance, electronic evidence storage, data sharing, and e-government fields. Both the public chain and the alliance chain have been extensively developed. In the data processing field, blockchain has a particularly good application potential. The Square Kilometre Array (SKA) is a proposal consisting of a joint venture of more than ten countries, resulting in the world’s largest synthetic aperture radio telescope. In the SKA, the processing scale of the data is large, and it consists of several data processing nodes. The data will be processed in the cloud computing mode. Taking the SKA under consideration, this report proposes a data processing scheme based on blockchain for the anti-counterfeiting, anti-tampering and traceability of data. Furthermore, the authenticity and integrity of the data are assured. The primary aspects include data distribution, data operation and data sharing, which correspond to the data reception, data algorithm processing and result sharing of data operation in the SKA. With this process, the integrity, reliability and authenticity of the data are guaranteed. Additionally, smart contracts, homomorphic hashing, secure containers, aggregate signatures and one-way encrypted channels are implemented to ensure the intelligence, security and high performance of the process.","Fu, Jinhua",2020/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-02041-y,SpringerOpen,A blockchain-assisted framework for secure and reliable data sharing in distributed systems,"The explosive growth of big data is pushing forward the paradigm of cloud-based data store today. Among other, distributed storage systems are widely adopted due to their superior performance and continuous availability. However, due to the potentially wide attacking surfaces of the public cloud, outsourcing data store inevitably raises new concerns on user privacy exposure and unauthorized data access. Besides, directly introducing a centralized third-party authority for query authorization management does not work because it still can be compromised. In this paper, we propose a blockchain-assisted framework that can support trustworthy data sharing services. In particular, data owners allow to outsource their sensitive data to distributed systems in encrypted form. By leveraging smart contracts of blockchain, a data owner can distribute secret keys for authorized users without extra round interaction to generate the permitted search tokens. Meanwhile, such blockchain-assisted framework naturally solves the trust issues of query authorization. Besides, we devise a secure local index framework to support encrypted keyword search with forward privacy and mitigate blockchain overhead. To validate our design, we implement the prototype and deploy it at Amazon Cloud. Extensive experiments demonstrate the security, efficiency, and effectiveness of the blockchain-assisted design.","Guo, Yu",2021/12,Research,,
https://comparativemigrationstudies.springeropen.com/articles/10.1186/s40878-022-00322-z,SpringerOpen,Bringing anchoring and embedding together: theorising migrants’ lives over-time,"In this paper, we bring together two concepts that we have been developing separately over recent years, to challenge linear and simplistic notions of migrant integration, depict multi-dimensional processes of settling and changeability over time. The concept of embedding has been proposed to capture dynamism beyond the more static notion of Granovetter’s embeddedness. The concept explores the contexts and contingencies of where and how migrants establish different degrees of attachment in different places and through different social relationships. Also the concept of anchoring has been developed to offer an antireductionist processual and multi-dimensional understanding of migrant adaptation and settling, highlighting the issues of security and stability. In this paper, using longitudinal research, we explore for the first time how bringing our two concepts together may offer additional insights and understandings of migrants’ experiences of and responses to the uncertainties and complexities of contemporary society, exacerbated by Brexit.","Grzymala-Kazlowska, Aleksandra",2022/12,Original Article,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00461-x,SpringerOpen,Market capitalization shock effects on open innovation models in e-commerce: golden cut q-rung orthopair fuzzy multicriteria decision-making analysis,"This research paper analyzes revenue trends in e-commerce, a sector with an annual sales volume of more than 340 billion dollars. The article evaluates, despite a scarcity of data, the effects on e-commerce development of the ubiquitous lockdowns and restriction measures introduced by most countries during the pandemic period. The analysis covers monthly data from January 1996 to February 2021. The research paper analyzes relative changes in the original time series through the autocorrelation function. The objects of this analysis are Amazon and Alibaba, as they are benchmarks in the e-commerce industry. This paper tests the shock effect on the e-commerce companies Alibaba in China and Amazon in the USA, concluding that it is weaker for companies with small market capitalizations. As a result, the effect on estimated e-trade volume in the USA was approximately 35% in 2020. Another evaluation considers fuzzy decision-making methodology. For this purpose, balanced scorecard-based open financial innovation models for the e-commerce industry are weighted with multistepwise weight assessment ratio analysis based on q-rung orthopair fuzzy sets and the golden cut. Within this framework, a detailed analysis of competitors should be made. The paper proves that this situation positively affects the development of successful financial innovation models for the e-commerce industry. Therefore, it may be possible to attract greater attention from e-commerce companies for these financial innovation products.","Moiseev, Nikita",2023/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-022-02122-6,SpringerOpen,A blockchain-based secure storage scheme for medical information,"Medical data involves a large amount of personal information and is highly privacy sensitive. In the age of big data, the increasing informatization of healthcare makes it vital that medical information is stored securely and accurately. However, current medical information is subject to the risk of privacy leakage and difficult to share. To address these issues, this paper proposes a healthcare information security storage solution based on hyperledger fabric and the attribute-based access control framework. The scheme first utilizes attribute-based access control, which allows dynamic and fine-grained access to medical information, and then stores the medical information in the blockchain, which can be secured and tamper-proof by formulating corresponding smart contracts. In addition, this solution also incorporates IPFS technology to relieve the storage pressure of the blockchain. Experiments show that the proposed scheme combining access control of attributes and blockchain technology in this paper can not only ensure the secure storage and integrity of medical information but also has a high throughput when accessing medical information","Sun, Zhijie",2022/12,Research,,
https://etrr.springeropen.com/articles/10.1186/s12544-022-00545-2,SpringerOpen,Cost-effectiveness and gain-sharing scenarios for purchasing a blockchain-based application in the maritime supply chain,"Maritime supply chain (MarSC) stakeholders interact with third parties (e.g. freight forwarders, 3PLs, financial institutes, custom authorities) to facilitate the cargo flow and exchange of information, documents, or financials. Hence, MarSC stakeholders are increasingly interested in innovative technological solutions that vouch for the authenticity and/or the ownership of digital assets without the control of a central third party. Extended research is carried out to prove how applications based on the distributed ledger technology or blockchain address these requirements, yet limited research investigates their purchasing process and economic implications. This paper uses the phytosanitary certificate in an international supply chain flow as a case study where interaction between multiple stakeholders is fundamental and analyses the purchase scenarios of a blockchain-based tool. To do so, it uses a theoretical model that identifies and quantifies the costs and benefits incurred by MarSC stakeholders, formulates gain-sharing scenarios and presents the results of a sensitivity analysis to show the dependence between the data-use and the potential economic gains it generates. The results show that freight forwarders could share economic benefits with shippers or consignees to anticipate purchasing a blockchain-based tool.","Carlan, Valentin",2022/12,Original Paper,,
https://epjquantumtechnology.springeropen.com/articles/10.1140/epjqt/s40507-024-00228-y,SpringerOpen,"Hybrid protocols for multi-party semiquantum private comparison, multiplication and summation without a pre-shared key based on d-dimensional single-particle states","In this paper, by utilizing d-dimensional single-particle states, three semiquantum cryptography protocols, i.e., the multi-party semiquantum private comparison (MSQPC) protocol, the multi-party semiquantum multiplication (MSQM) protocol and the multi-party semiquantum summation (MSQS) protocol, can be achieved simultaneously under the assistance of two semi-honest quantum third parties (TPs). Here, the proposed MSQPC scheme is the only protocol which is devoted to judging the size relationship of secret integers from more than two semiquantum participants without a pre-shared key. And the proposed MSQM protocol absorbs the innovative concept of semiquantumness into quantum multiplication for the first time, which can calculate the modulo d multiplication of private inputs from more than two semiquantum users. As for the proposed MSQS protocol, it is the only semiquantum summation protocol which aims to accomplish the modulo d addition of more than three semiquantum users’ private integers. Neither quantum entanglement swapping nor unitary operations are necessary in the three proposed protocols. The security analysis verifies in detail that both the external attacks and the internal attacks can be resisted in the three proposed protocols.","Lian, Jiang-Yuan",2024/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00505-2,SpringerOpen,Bitcoin: a new proof-of-work system with reduced variance,"Since its inception, bitcoin has used the popular consensus protocol proof-of-work (PoW). PoW has a well-known flaw: it distributes all rewards to a single miner (or pool) who inserts a new block. Consequently, the variance of rewards and the mining enterprise risk are extremely high. In 2016, Shi proposed addressing this problem with a theoretical algorithm. We introduce an easily-implemented PoW variant that improves Shi’s idea. The network must not find a single nonce but a few to insert a block. This simple change allows for a fairer distribution of rewards and also has the effect of regularizing the insertion time of blocks. This method would facilitate the emergence of small pools or autonomous miners.","Bazzanella, Danilo",2023/12,Research,,
https://etrr.springeropen.com/articles/10.1186/s12544-021-00523-0,SpringerOpen,Hindrances in port digitalization? Identifying problems in adoption and implementation,"Digitalization has an impact on all domains of maritime transport and logistics. Ports’ ability to act as a part of digital networks and information chains is vital for its competitiveness. This requires means and prerequisites to integrate with contemporary technology platforms and system architectures. Such readiness should exist in different parallel processes taking place in organizations of port communities. Successful digitalization requires focused technology management ensuring system and data transfer interoperability. The paper addresses problems, obstacles, and hindrances that ports are currently facing in their digitalization efforts. Interoperability and stakeholder interaction is significant, particularly between the port management, municipal ownership, and business operators and vendors. In the contemporary port development, environmental regulations have an effect on the level and effectiveness of digitalization. The future development of port digitalization will be dependent on the port capabilities to adopt and implement reliable and adoptable technologies with clear vision of the future.","Brunila, Olli-Pekka",2021/12,Original Paper,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00570-7,SpringerOpen,Return and volatility spillovers between non-fungible tokens and conventional currencies: evidence from the TVP-VAR model,"This study investigates the static and dynamic return and volatility spillovers between non-fungible tokens (NFTs) and conventional currencies using the time-varying parameter vector autoregressions approach. We reveal that the total connectedness between these markets is weak, implying that investors may increase the diversification benefits of their multicurrency portfolios by adding NFTs. We also find that NFTs are net transmitters of both return and volatility spillovers; however, in the case of return spillovers, the influence of NFTs on conventional currencies is more pronounced than that of volatility shock transmissions. The dynamic exercise reveals that the returns and volatility spillovers vary over time, largely increasing during the onset of the Covid-19 crisis, which deeply affected the relationship between NFTs and the conventional currencies markets. Our findings are useful for currency traders and NFT investors seeking to build effective cross-currency and cross-asset hedge strategies during systemic crises.","Yousaf, Imran",2024/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-01986-4,SpringerOpen,An access control model for the Internet of Things based on zero-knowledge token and blockchain,"Information security has become a hot topic in Internet of Things (IoT), and traditional centralized access control models are faced with threats such as single point failure, internal attack, and central leak. In this paper, we propose a model to improve the access control security of the IoT, which is based on zero-knowledge proof and smart contract technology in the blockchain. Firstly, we deploy attribute information of access control in the blockchain, which relieves the pressure and credibility problem brought by the third-party information concentration. Secondly, encrypted access control token is used to gain the access permission of the resources, which makes the user's identity invisible and effectively avoids attribute ownership exposure problem. Besides, the use of smart contracts solves the problem of low computing efficiency of IoT devices and the waste of blockchain computing power resources. Finally, a prototype of IoT access control system based on blockchain and zero-knowledge proof technology is implemented. The test analysis results show that the model achieves effective attribute privacy protection, compared with the Attribute-Based Access Control model of the same security level, the access efficiency increases linearly with the increase of access scale.","Song, Lihua",2021/12,Research,,
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00509-4,SpringerOpen,Intelligent intrusion detection framework for multi-clouds – IoT environment using swarm-based deep learning classifier,"In the current era, a tremendous volume of data has been generated by using web technologies. The association between different devices and services have also been explored to wisely and widely use recent technologies. Due to the restriction in the available resources, the chance of security violation is increasing highly on the constrained devices. IoT backend with the multi-cloud infrastructure to extend the public services in terms of better scalability and reliability. Several users might access the multi-cloud resources that lead to data threats while handling user requests for IoT services. It poses a new challenge in proposing new functional elements and security schemes. This paper introduces an intelligent Intrusion Detection Framework (IDF) to detect network and application-based attacks. The proposed framework has three phases: data pre-processing, feature selection and classification. Initially, the collected datasets are pre-processed using Integer- Grading Normalization (I-GN) technique that ensures a fair-scaled data transformation process. Secondly, Opposition-based Learning- Rat Inspired Optimizer (OBL-RIO) is designed for the feature selection phase. The progressive nature of rats chooses the significant features. The fittest value ensures the stability of the features from OBL-RIO. Finally, a 2D-Array-based Convolutional Neural Network (2D-ACNN) is proposed as the binary class classifier. The input features are preserved in a 2D-array model to perform on the complex layers. It detects normal (or) abnormal traffic. The proposed framework is trained and tested on the Netflow-based datasets. The proposed framework yields 95.20% accuracy, 2.5% false positive rate and 97.24% detection rate.","Nizamudeen, Syed Mohamed Thameem",2023/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-02074-3,SpringerOpen,Blockchain-IoT peer device storage optimization using an advanced time-variant multi-objective particle swarm optimization algorithm,"The integration of Internet of Things devices onto the Blockchain implies an increase in the transactions that occur on the Blockchain, thus increasing the storage requirements. A solution approach is to leverage cloud resources for storing blocks within the chain. The paper, therefore, proposes two solutions to this problem. The first being an improved hybrid architecture design which uses containerization to create a side chain on a fog node for the devices connected to it and an Advanced Time-variant Multi-objective Particle Swarm Optimization Algorithm (AT-MOPSO) for determining the optimal number of blocks that should be transferred to the cloud for storage. This algorithm uses time-variant weights for the velocity of the particle swarm optimization and the non-dominated sorting and mutation schemes from NSGA-III. The proposed algorithm was compared with results from the original MOPSO algorithm, the Strength Pareto Evolutionary Algorithm (SPEA-II), and the Pareto Envelope-based Selection Algorithm with region-based selection (PESA-II), and NSGA-III. The proposed AT-MOPSO showed better results than the aforementioned MOPSO algorithms in cloud storage cost and query probability optimization. Importantly, AT-MOPSO achieved 52% energy efficiency compared to NSGA-III. To show how this algorithm can be applied to a real-world Blockchain system, the BISS industrial Blockchain architecture was adapted and modified to show how the AT-MOPSO can be used with existing Blockchain systems and the benefits it provides.","Nartey, Clement",2022/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00594-z,SpringerOpen,Tokenomics in the Metaverse: understanding the lead–lag effect among emerging crypto tokens,"The convergence of blockchain and immersive technologies has resulted in the popularity of Metaverse platforms and their cryptocurrencies, known as Metaverse tokens. There has been little research into tokenomics in these emerging tokens. Building upon the information dissemination theory, this research examines the role of trading volume in the returns of these tokens. An empirical study was conducted using the trading volumes and returns of 197 Metaverse tokens over 12 months to derive the latent grouping structure with spectral clustering and to determine the relationships between daily returns of different token clusters through augmented vector autoregression. The results show that trading volume is a strong predictor of lead–lag patterns, which supports the speed of adjustment hypothesis. This is the first large-scale study that documented the lead–lag effect among Metaverse tokens. Unlike previous studies that focus on market capitalization, our findings suggest that trade volume contains vital information concerning cross-correlation patterns.","Guan, Chong",2024/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-023-02261-4,SpringerOpen,"A survey on the handover management in 5G-NR cellular networks: aspects, approaches and challenges","With the purpose of providing higher data rate and ultra-reliable and low-latency communications for the users, employing the small cells in the upcoming Fifth-Generation-New Radio (5G-NR) cellular networks and beyond is leading to the serious challenges in mobility management due to dynamicity of the user equipments (UEs). Among different issues related to the mobility of the UEs, the handover management is one of the key procedures to let the UEs experience a high quality of service (QoS)/quality of experience (QoE). So far, many protocols and algorithms have been proposed to enhance the mobility management in 5G-NR from various aspects, but still a thorough survey has not been incorporated to summarize the recent advances and future directions of the mentioned issue. Thus, the handover management and the corresponding challenges stand in the center of concentrations in this paper, with a glance on 4G to the advancements of 5G-NR. The challenges include QoS/QoE, throughput, delay, traffic load, the attacks during authentication process and resource allocation. To overcome the mentioned challenges, the handover procedure is evaluated by some key performance indicators such as handover ratio, handover failure, radio link failure and such like which depend on the received signal quality. The lack of new advancements and novel aspects of handover plus the separation of security and handover issues in previous works are perceived as research gaps and motivations for the current paper. In this regard, this paper aims to specify and analyze the technical issues, to provide an overview on the proposed methods and recent advances and to bring the future directions into the limelight. We categorize the concurrent standards and methods about the handover, and then, we survey the proposed algorithms including theoretical, algorithm-based and pattern-capturing approaches following the authentication process along with the vulnerabilities and the algorithms to counteract the attacks during handover. Also, we study various issues corresponding to network performance during the handover procedure. Finally, we discuss the open problems and future research directions.","Haghrah, Amiraslan",2023/12,Review,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-022-00387-w,SpringerOpen,Consumer choices under new payment methods,"This study suggests a payment portfolio model that includes new payment methods that have emerged from the development of cryptocurrency markets and central bank digital currencies (CBDCs). Our model analyzes the optimal payment choice for consumers under various macroeconomic conditions. We determine that an individual economic agent chooses payment methods under specific conditions by incorporating policy interest rates on CBDCs and stablecoins used on cryptocurrency exchanges. We analyze the impacts of CBDCs and stablecoins on the choice of whether to use cash or deposits. We also examine how the agent changes her portfolio compositions in response to exogenous macroeconomic policies. If a government replaces cash with a CBDC, the convenience of digital currency would not affect consumer choices. The higher the government’s interest rate on CBDCs, the more consumers will use CBDCs than deposits.","Son, Jaemin",2022/12,Research,,
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-022-00383-6,SpringerOpen,Robust and accurate performance anomaly detection and prediction for cloud applications: a novel ensemble learning-based framework,"Effectively detecting run-time performance anomalies is crucial for clouds to identify abnormal performance behavior and forestall future incidents. To be used for real-world applications, an effective anomaly detection framework should meet three main challenging requirements: high accuracy for identifying anomalies, good robustness when application patterns change, and prediction ability for upcoming anomalies. Unfortunately, existing research about performance anomaly detection usually focuses on improving detection accuracy, while little research tackles the three challenges simultaneously. We conduct experiments for existing detection methods on multiple application monitoring data, and results show that existing detection methods usually focus on different features in data, which will lead to their diverse performance on different data patterns. Therefore, existing anomaly detection methods have difficulty improving detection accuracy and robustness and predicting anomalies. To address the three requirements, we propose an Ensemble Learning-Based Detection (ELBD) framework which integrates existing well-selected detection methods. The framework includes three classic linear ensemble methods (maximum, average, and weighted average) and a novel deep ensemble method. Our experiments show that the ELBD framework realizes better detection accuracy and robustness, where the deep ensemble method can achieve the most accurate and robust detection for cloud applications. In addition, it can predict anomalies in the next four minutes with an F1 score higher than 0.8. The paper also proposes a new indicator $$ARP\_score$$ A R P _ s c o r e to measure detection accuracy, robustness, and multi-step prediction ability. The $$ARP\_score$$ A R P _ s c o r e of the deep ensemble method is 5.1821, which is much higher than other detection methods.","Xin, Ruyue",2023/12,Research,,
https://cybersecurity.springeropen.com/articles/10.1186/s42400-023-00194-5,SpringerOpen,CT-GCN+: a high-performance cryptocurrency transaction graph convolutional model for phishing node classification,"Due to the anonymous and contract transfer nature of blockchain cryptocurrencies, they are susceptible to fraudulent incidents such as phishing. This poses a threat to the property security of users and hinders the healthy development of the entire blockchain community. While numerous studies have been conducted on identifying cryptocurrency phishing users, there is a lack of research that integrates class imbalance and transaction time characteristics. This paper introduces a novel graph neural network-based account identification model called CT-GCN+, which utilizes blockchain cryptocurrency phishing data. It incorporates an imbalanced data processing module for graphs to consider cryptocurrency transaction time. The model initially extracts time characteristics from the transaction graph using LSTM and Attention mechanisms. These time characteristics are then fused with underlying features, which are subsequently inputted into a combined SMOTE and GCN model for phishing user classification. Experimental results demonstrate that the CT-GCN+ model achieves a phishing user identification accuracy of 97.22% and a phishing user identification area under the curve of 96.67%. This paper presents a valuable approach to phishing detection research within the blockchain and cryptocurrency ecosystems.","Fu, Bingxue",2024/12,Research,,
https://jhumanitarianaction.springeropen.com/articles/10.1186/s41018-020-00072-6,SpringerOpen,"Big data, privacy and COVID-19 – learning from humanitarian expertise in data protection","The COVID-19 pandemic leads governments around the world to resort to tracking technology and other data-driven tools in order to monitor and curb the spread of SARS-CoV-2. Such large-scale incursion into privacy and data protection is unthinkable during times of normalcy. However, in times of a pandemic the use of location data provided by telecom operators and/or technology companies becomes a viable option. Importantly, legal regulations hardly protect people’s privacy against governmental and corporate misuse. Established privacy regimes are focused on individual consent, and most human rights treaties know derogations from privacy and data protection norms for states of emergency. This leaves little safeguards nor remedies to guarantee individual and collective autonomy. However, the challenge of responsible data use during a crisis is not novel. The humanitarian sector has more than a decade of experience to offer. International organisations and humanitarian actors have developed detailed guidelines on how to use data responsibly under extreme circumstances. This article briefly addresses the legal gap of data protection and privacy during this global crisis. Then it outlines the state of the art in humanitarian practice and academia on data protection and data responsibility during crisis.","Zwitter, Andrej",2020/12,Editorial,,
https://appliednetsci.springeropen.com/articles/10.1007/s41109-020-00338-3,SpringerOpen,Detecting malicious accounts in permissionless blockchains using temporal graph properties,"Directed Graph based models of a blockchain that capture accounts as nodes and transactions as edges, evolve over time. This temporal nature of a blockchain model enables us to understand the behavior (malicious or benign) of the accounts. Predictive classification of accounts as malicious or benign could help users of the permissionless blockchain platforms to operate in a secure manner. Motivated by this, we introduce temporal features such as burst and attractiveness on top of several already used graph properties such as the node degree and clustering coefficient. Using identified features, we train various Machine Learning (ML) models and identify the algorithm that performs the best in detecting malicious accounts. We then study the behavior of the accounts over different temporal granularities of the dataset before assigning them malicious tags. For the Ethereum blockchain, we identify that for the entire dataset—the ExtraTreesClassifier performs the best among supervised ML algorithms. On the other hand, using cosine similarity on top of the results provided by unsupervised ML algorithms such as K-Means on the entire dataset, we were able to detect 554 more suspicious accounts. Further, using behavior change analysis for accounts, we identify 814 unique suspicious accounts across different temporal granularities.","Agarwal, Rachit",2021/12,Research,,
https://jis-eurasipjournals.springeropen.com/articles/10.1186/s13635-024-00156-5,SpringerOpen,FEDDBN-IDS: federated deep belief network-based wireless network intrusion detection system,"Over the last 20 years, Wi-Fi technology has advanced to the point where most modern devices are small and rely on Wi-Fi to access the internet. Wi-Fi network security is severely questioned since there is no physical barrier separating a wireless network from a wired network, and the security procedures in place are defenseless against a wide range of threats. This study set out to assess federated learning, a new technique, as a possible remedy for privacy issues and the high expense of data collecting in network attack detection. To detect and identify cyber threats, especially in Wi-Fi networks, the research presents FEDDBN-IDS, a revolutionary intrusion detection system (IDS) that makes use of deep belief networks (DBNs) inside a federated deep learning (FDL) framework. Every device has a pre-trained DBN with stacking restricted Boltzmann machines (RBM) to learn low-dimensional characteristics from unlabelled local and private data. Later, these models are combined by a central server using federated learning (FL) to create a global model. The whole model is then enhanced by the central server with fully linked SoftMax layers to form a supervised neural network, which is then trained using publicly accessible labeled AWID datasets. Our federated technique produces a high degree of classification accuracy, ranging from 88% to 98%, according to the results of our studies.","Nivaashini, M.",2024/12,Research,,
https://energyinformatics.springeropen.com/articles/10.1186/s42162-020-00114-8,SpringerOpen,Welcome message from the organizers,,"Schumann, René",2020/10,Introduction,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-021-00294-6,SpringerOpen,Are suspicious activity reporting requirements for cryptocurrency exchanges effective?,"This study analyzes the impact of a newly emerging type of anti-money laundering regulation that obligates cryptocurrency exchanges to report suspicious transactions to financial authorities. We build a theoretical model for the reporting decision structure of a private bank or cryptocurrency exchange and show that an inferior ability to detect money laundering (ML) increases the ratio of reported transactions to unreported transactions. If a representative money launderer makes an optimal portfolio choice, then this ratio increases further. Our findings suggest that cryptocurrency exchanges will exhibit more excessive reporting behavior under this regulation than private banks. We attribute this result to cryptocurrency exchanges’ inferior ML detection abilities and their proximity to the underground economy.","Kim, Daehan",2021/12,Research,,
https://jeas.springeropen.com/articles/10.1186/s44147-024-00389-8,SpringerOpen,Incentive approaches for cloud computing: challenges and solutions,"Cloud computing enables highly configurable and reliable computing resources on a rentable per-use scheme, facilitating quick and cost-effective provisioning of large-scale applications. Thanks to the fast-paced evolution of cutting-edge technologies and the rapid spread of cloud-based solutions, the cloud computing ecosystem is now part of our everyday lives. Nevertheless, cloud computing relies on highly sophisticated data centers comprising energy-consuming servers and equipment that require much energy. Stimulating cloud services for active participation and network contributions presents several challenges. Strategies based on artificial intelligence (AI), game theory, and blockchain have great potential to create an economically sustainable cloud ecosystem. This paper explores strategies grounded in AI, game theory, and blockchain to foster an economically sustainable cloud ecosystem. Informed by a survey study, our research delves into incentive approaches within cloud computing. Theoretical foundations, motivations, and enabling techniques are comprehensively examined to provide valuable insights for a broad audience. The primary contributions of this work lie in elucidating the application of AI, game theory, and blockchain to address challenges in incentivizing cloud services, paving the way for a more sustainable and efficient cloud computing landscape.","Yunlong, Fan",2024/12,Research,,
